MIXTURE_FRACTION, PROGRESS VARIABLE, TEMPERATURE, Cp, MMW, rho, mu, TC, net_rxn-H2, net_rxn-H, net_rxn-O, net_rxn-O2, net_rxn-OH, net_rxn-HO2, net_rxn-H2O, net_rxn-H2O2, massfraction-H2, massfraction-H, massfraction-O, massfraction-O2, massfraction-OH, massfraction-HO2, massfraction-H2O, massfraction-H2O2, PREMIX_CDOT, 
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786100,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786110,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000000,14324.786110,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000002,14324.786120,2.015880,0.081889,0.000009,0.186828,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000013,14324.786180,2.015880,0.081889,0.000009,0.186828,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.000000,300.000071,14324.786450,2.015880,0.081889,0.000009,0.186828,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,
1.000000,0.000000,300.000385,14324.787670,2.015880,0.081889,0.000009,0.186828,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,
1.000000,0.000001,300.001968,14324.792860,2.015879,0.081888,0.000009,0.186829,0.000001,-0.000001,-0.000000,-0.000000,-0.000001,0.000000,0.000002,0.000000,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,
1.000000,0.000003,300.009501,14324.813530,2.015875,0.081886,0.000009,0.186833,0.000016,-0.000017,-0.000000,-0.000000,-0.000011,0.000000,0.000011,0.000000,0.999997,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000016,
0.999999,0.000011,300.043157,14324.888190,2.015864,0.081877,0.000009,0.186849,0.000223,-0.000227,-0.000001,-0.000001,-0.000071,0.000000,0.000077,0.000000,0.999989,0.000009,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,-0.000222,
0.999990,0.000042,300.183558,14325.117820,2.015836,0.081837,0.000009,0.186918,0.002646,-0.002678,-0.000010,-0.000033,-0.000449,0.000001,0.000523,0.000000,0.999957,0.000032,0.000000,0.000000,0.000000,0.000000,0.000011,0.000000,-0.002613,
0.999937,0.000171,300.726512,14325.607720,2.015802,0.081688,0.000009,0.187179,0.027243,-0.027509,-0.000171,-0.000708,-0.002670,0.000027,0.003788,0.000000,0.999828,0.000102,0.000000,0.000001,0.000000,0.000000,0.000069,0.000000,-0.026535,
0.999631,0.000709,302.652181,14325.393540,2.016011,0.081177,0.000009,0.188084,0.238983,-0.241703,-0.002409,-0.012733,-0.014420,0.000453,0.031827,0.000003,0.999283,0.000303,0.000001,0.000008,0.000001,0.000000,0.000404,0.000000,-0.226250,
0.998070,0.002956,308.799956,14315.639590,2.018084,0.079642,0.000009,0.190873,1.705721,-1.735305,-0.027429,-0.181351,-0.064133,0.005657,0.296777,0.000064,0.996999,0.000834,0.000003,0.000044,0.000005,0.000001,0.002113,0.000000,-1.524370,
0.991292,0.011632,325.879622,14251.603360,2.029304,0.075888,0.000010,0.198147,9.011405,-9.280052,-0.228063,-1.842686,-0.200028,0.044331,2.494167,0.000926,0.988150,0.002076,0.000014,0.000218,0.000023,0.000003,0.009516,0.000000,-7.168719,
0.967932,0.039601,365.156053,13985.890190,2.072808,0.069177,0.000010,0.213083,30.832114,-32.451570,-1.226042,-11.619715,-0.311657,0.187100,14.582949,0.006819,0.959484,0.004535,0.000051,0.000915,0.000079,0.000012,0.034924,0.000000,-19.212400,
0.908420,0.107958,437.080543,13237.878660,2.198284,0.061292,0.000012,0.236160,63.114780,-68.852894,-4.076622,-42.205246,0.931781,0.402006,50.665575,0.020619,0.888932,0.008376,0.000158,0.003110,0.000209,0.000028,0.099187,0.000001,-20.909534,
0.800401,0.228279,543.552643,11805.450480,2.477431,0.055545,0.000014,0.264230,81.268005,-94.069944,-9.497248,-94.312845,3.948512,0.466057,112.178242,0.019220,0.763633,0.012714,0.000389,0.008088,0.000385,0.000047,0.214743,0.000001,13.044840,
0.659235,0.381693,678.809527,9897.014989,2.980819,0.053514,0.000018,0.293822,73.247028,-94.832606,-19.769778,-149.681654,-4.518011,0.359122,195.201092,-0.005193,0.602493,0.015927,0.000745,0.015814,0.000506,0.000060,0.364454,0.000001,76.434626,
0.518836,0.531429,835.383406,8026.655295,3.748578,0.054684,0.000023,0.322667,44.281721,-78.038895,-42.262875,-200.002169,-54.933445,0.270367,330.712114,-0.026819,0.444251,0.017216,0.001185,0.024321,0.000617,0.000065,0.512346,0.000000,155.720448,
0.403110,0.653004,1006.965918,6566.293127,4.771772,0.057749,0.000029,0.349332,-16.465677,-45.365804,-94.432274,-291.920199,-222.183466,0.214157,670.221728,-0.068465,0.315142,0.017060,0.001732,0.031853,0.001047,0.000062,0.633103,0.000000,308.385876,
0.316960,0.741468,1188.096698,5519.593514,5.997350,0.061516,0.000035,0.372804,-159.730722,21.090409,-226.827502,-566.271175,-653.089619,0.056711,1584.973033,-0.201135,0.219964,0.016268,0.002544,0.038568,0.002499,0.000058,0.720099,0.000001,726.001897,
0.254865,0.801178,1373.235788,4764.315783,7.357887,0.065297,0.000043,0.391985,-469.432075,154.142682,-547.144845,-1262.574165,-1471.529944,-0.323141,3597.367604,-0.506115,0.152399,0.015310,0.004010,0.046423,0.006224,0.000054,0.775578,0.000003,1732.006240,
0.209387,0.836733,1553.102994,4206.059126,8.799691,0.069048,0.000050,0.404584,-1001.907123,370.923224,-1160.831172,-2690.926277,-2455.826351,-0.818320,6940.291000,-0.904980,0.104561,0.014306,0.006897,0.058706,0.013886,0.000054,0.801584,0.000006,3692.833401,
0.174660,0.848982,1717.064359,3768.495479,10.280877,0.072967,0.000057,0.408327,-1685.552568,627.035046,-1965.561909,-5111.069057,-2812.891141,-1.271286,10950.309820,-0.998905,0.070730,0.013211,0.012414,0.080288,0.026752,0.000059,0.796534,0.000013,6796.621624,
